,address,area,date,location,time,type
841,S KING ST&PIIKOI; ST,HONOLULU,12/4/2016, ,4:12:41 AM,HAZARDOUS DRIVER
842,10X H1E FWY,PEARL CITY,12/4/2016,H1E WAIMALU OFF,4:09:50 AM,MOTOR VEHICLE COLLISION - TOWED
843,NUUANU PALI DR&PALI; HWY,NUUANU,12/4/2016, ,4:02:50 AM,STALLED/HAZARDOUS VEHICLE
844,H3E LIKELIKE OFF,KANEOHE,12/4/2016,H3E LIKELIKE OFF,3:37:50 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
845,S GOLF COURSE RD&KAM; HWY,KAHUKU,12/4/2016, ,2:17:02 AM,MOTOR VEHICLE COLLISION
846,41137X KUHIMANA ST,WAIMANALO,12/4/2016, ,2:16:11 AM,MOTOR VEHICLE COLLISION
847,S KING ST&NUUANU; AVE,DOWNTOWN,12/4/2016, ,2:04:42 AM,MOTOR VEHICLE COLLISION
848,HICKAM ONTO H1W,AIRPORT,12/4/2016,HICKAM ONTO H1W,2:00:47 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
849,92046X HOANU ST,MAKAKILO,12/4/2016, ,1:48:08 AM,MOTOR VEHICLE COLLISION
850,KAM HWY&VALKENBURGH; ST,AIRPORT,12/4/2016, ,1:44:40 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
851,26X H1W FWY, ,12/4/2016,H1W 16TH OP,1:26:17 AM,STALLED/HAZARDOUS VEHICLE
852,45X NAMAHANA ST,WAIKIKI,12/2/2016,REGENCY ALA WAI,1:30:18 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
853,282X S KING ST,MCCULLY,11/29/2016,CONTESSA CONDO,8:11:37 PM,MOTOR VEHICLE COLLISION
854,KAPOLEI PKWY&RENTON; RD,EWA BEACH,11/29/2016, ,8:05:55 PM,HAZARDOUS DRIVER
855,12X H1E FWY,AIEA,11/29/2016,H1E KAONOHI OP,7:54:47 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
856,161X BERTRAM ST,KAIMUKI,11/29/2016, ,7:52:37 PM,MOTOR VEHICLE COLLISION
857,ALA WAI BLVD&WALINA; ST,WAIKIKI,11/29/2016, ,7:43:23 PM,STALLED/HAZARDOUS VEHICLE
858,KANEOHE BAY DR&PUOHALA; ST,KANEOHE,12/1/2016, ,12:30:56 PM,TRAFFIC SIGNAL PROBLEM
859,144X DOMINIS ST,MAKIKI,12/1/2016, ,12:25:00 PM,STALLED/HAZARDOUS VEHICLE
860,94080X LUMIAINA ST,WAIPIO,12/1/2016,LOWES WAIKELE,12:20:39 PM,MOTOR VEHICLE COLLISION
861,ALAPAI ST&S; KING ST,HONOLULU,12/1/2016, ,12:07:41 PM,MOTOR VEHICLE COLLISION
862,X H1E FWY,KAPOLEI,12/1/2016,H1E EXIT1A CAMPBELL,12:02:32 PM,MOTOR VEHICLE COLLISION
863,103X AUAHI ST,HONOLULU,12/1/2016,DAVE AND BUSTERS,11:57:18 AM,MOTOR VEHICLE COLLISION
864,41X ATKINSON DR,ALA MOANA,12/1/2016,ALA MOANA HTL,11:53:11 AM,MOTOR VEHICLE COLLISION
865,WAIMANU ST&WARD; AVE,HONOLULU,12/1/2016,AAA HAWAII,11:50:47 AM,STALLED/HAZARDOUS VEHICLE
866,89057X FARRINGTON HWY,NANAKULI,12/1/2016, ,11:49:23 AM,MOTOR VEHICLE COLLISION
867,56X S KING ST,HONOLULU,12/1/2016,KAWAIAHAO PLAZA,11:47:48 AM,TRAFFIC INCIDENT - NO COLLISION
868,10X H1E FWY,PEARL CITY,12/1/2016,H1E WAIMALU OFF,9:30:13 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
869,ALAKEA ST&S; BERETANIA ST,DOWNTOWN,12/1/2016, ,9:28:30 AM,MOTOR VEHICLE COLLISION
870,104X MIDDLE ST,KALIHI,12/1/2016,JESUS COMING SOON KA,9:21:57 AM,MOTOR VEHICLE COLLISION
871,FARRINGTON HWY&KILI; DR,MAKAHA,12/1/2016, ,9:20:11 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
872,N NIMITZ HWY&PUUHALE; PL,KALIHI,12/1/2016, ,9:01:46 AM,HAZARDOUS DRIVER
873,10X H1E FWY,PEARL CITY,12/1/2016,H1E WAIMALU OFF,8:54:38 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
874,230X AUHUHU ST,PEARL CITY,12/1/2016,PALISADES ELEMENTARY SCHOOL,8:51:23 AM,MOTOR VEHICLE COLLISION
875,61X COOKE ST,HONOLULU,12/1/2016, ,8:47:24 AM,MOTOR VEHICLE COLLISION
876,7X H1E FWY,WAIPAHU,12/1/2016,H1E WAIKELE ON,8:41:58 AM,STALLED/HAZARDOUS VEHICLE
877,156X ALA MAHAMOE,MOANALUA V,11/30/2016, ,8:25:18 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
878,ALA KAPUNA & E MOANALUA FWY,MOANALUA V,11/30/2016,MFE ALA KAPUNA OP,8:25:01 AM,STALLED/HAZARDOUS VEHICLE
879,12X H1E FWY,AIEA,11/30/2016,H1E KAAMILO OP,8:23:59 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
880,ALA MAHAMOE&ALA; NOLUNOLU,MOANALUA V,11/30/2016, ,8:20:01 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
881,ALA MAHAMOE&ALA; MAHAMOE PL,MOANALUA V,11/30/2016, ,8:15:30 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
882,H2S FWY & KA UKA BLVD,WAIPIO,11/30/2016,H2S KA UKA OP,8:13:01 AM,MOTOR VEHICLE COLLISION
883,MOKUOLA ST&WAIPAHU; ST,WAIPAHU,11/30/2016, ,8:11:02 AM,MOTOR VEHICLE COLLISION
884,9X H1E FWY,WAIPAHU,11/30/2016,H1E WAIAWA OP,8:08:09 AM,STALLED/HAZARDOUS VEHICLE
885,EWA FROM H1W,KUNIA,11/30/2016,EWA FROM H1W,8:01:51 AM,MOTOR VEHICLE COLLISION
886,FARRINGTON HWY&LUALUALEI; HMSTD,WAIANAE,11/30/2016,FARRINGTON HWY&LUALUALEI; HMSTD,8:00:10 AM,HAZARDOUS DRIVER
887,MANOA RD&OAHU; AVE,MANOA,11/30/2016,WAIOLA TEA ROOM,7:56:09 AM,MOTOR VEHICLE COLLISION
888,7X S NIMITZ HWY,DOWNTOWN,11/30/2016,PIER 10,7:55:58 AM,MOTOR VEHICLE COLLISION
889,DOLE ST&ST; LOUIS DR,KAIMUKI,11/30/2016, ,7:54:44 AM,MOTOR VEHICLE COLLISION
890,600X PALI HWY,KAILUA,11/30/2016,PALI TUNNELS D4 N,7:54:22 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
891,94079X LUMIAINA ST,WAIPIO,11/30/2016,WAIKELE CTR,7:50:30 AM,MOTOR VEHICLE COLLISION
892,95120X MEHEULA PKWY,MILILANI,11/30/2016,MILILANI HS,7:48:21 AM,MOTOR VEHICLE COLLISION
893,FORT WEAVER RD&HANAKAHI; ST,EWA BEACH,11/30/2016, ,7:46:07 AM,MOTOR VEHICLE COLLISION
894,KAM HWY&MEHEULA; PKWY,MILILANI,12/2/2016, ,11:51:03 PM,STALLED/HAZARDOUS VEHICLE
895,92050X FARRINGTON HWY,KAPOLEI,12/2/2016,KOOLINA RESORT,11:10:23 PM,HAZARDOUS DRIVER
896,KAAHELE ST&KAHAEA; PL,AIEA,12/2/2016, ,11:04:19 PM,MOTOR VEHICLE COLLISION
897,51X PIIKOI ST,HONOLULU,12/2/2016,DOWON RESTAURANT,11:03:21 PM,MOTOR VEHICLE COLLISION
898,92058X MAKAKILO DR,MAKAKILO,12/2/2016,MALAMA MARKET,11:01:45 PM,HAZARDOUS DRIVER
899,HAIKU RD&KAM; HWY,KANEOHE,12/3/2016, ,7:16:50 AM,MOTOR VEHICLE COLLISION
900,94121X FARRINGTON HWY,WAIPAHU,12/3/2016,WAIPAHU HS,7:11:57 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
901,CENTER DR&KAM; HWY,AIRPORT,12/3/2016, ,7:00:25 AM,STALLED/HAZARDOUS VEHICLE
902,20X HAMAKUA DR,KAILUA,12/3/2016,SAFEWAY KAILUA,6:38:16 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
903,KAPIOLANI BLVD&KONA; IKI ST,HONOLULU,12/3/2016, ,6:34:08 AM,MOTOR VEHICLE COLLISION
904,340X N NIMITZ HWY,AIRPORT,12/1/2016,HNL AIRPORT HTL,1:44:16 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
905,KAM HWY&RODGERS; BLVD,AIRPORT,12/1/2016, ,1:43:09 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
906,N BERETANIA ST&SMITH; ST,DOWNTOWN,12/1/2016, ,1:40:19 AM,MOTOR VEHICLE COLLISION - TOWED
907,334X CAMPBELL AVE,KAPAHULU,12/3/2016, ,7:19:58 PM,MOTOR VEHICLE COLLISION
908,94097X LUMIAUAU ST,WAIPIO,12/3/2016, ,7:17:52 PM,TRAFFIC INCIDENT - NO COLLISION
909,BETHEL ST&NUUANU; AVE,DOWNTOWN,12/3/2016, ,7:15:55 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
910,10X H1E FWY,PEARL CITY,12/3/2016,H1E PEARLRIDGE OFF,7:12:04 PM,HAZARDOUS DRIVER
911,23X H1E FWY,HONOLULU,12/3/2016,H1E PUNAHOU OFF,7:08:25 PM,MOTOR VEHICLE COLLISION - TOWED
912,FORT WEAVER RD&IROQUOIS; RD,EWA BEACH,12/3/2016, ,7:06:56 PM,MOTOR VEHICLE COLLISION
913,ETIB14W,AIEA,12/3/2016,ETIB14W,7:05:00 PM,STALLED/HAZARDOUS VEHICLE
914,91111X KEAUNUI DR,EWA BEACH,12/3/2016,SAFEWAY EWA BEACH,6:57:08 PM,MOTOR VEHICLE COLLISION
915,458X KAPOLEI PKWY,KAPOLEI,12/3/2016,COSTCO KAPOLEI,6:53:37 PM,MOTOR VEHICLE COLLISION
916,7X H1E FWY,WAIPAHU,12/3/2016,H1E WAIKELE OFF,6:48:55 PM,HAZARDOUS DRIVER
917,18X W MOANALUA FWY,AIEA,12/3/2016,MFW STADIUM OFF,6:47:27 PM,HAZARDOUS DRIVER
918,175X NUUANU AVE,NUUANU,12/3/2016,7ELEVEN NUUANU,6:44:07 PM,MOTOR VEHICLE COLLISION
919,85049X FARRINGTON HWY,WAIANAE,12/3/2016,WAIANAE BOAT HARBOR,6:44:05 PM,HAZARDOUS DRIVER
920,59X FARRINGTON HWY,KAPOLEI,12/3/2016,CHILIS KAPOLEI,6:38:54 PM,MOTOR VEHICLE COLLISION
921,22X H1E FWY,HONOLULU,12/3/2016,H1E WARD OP,6:28:13 PM,STALLED/HAZARDOUS VEHICLE
922,KAM HWY&LANIKUHANA; AVE,MILILANI,12/3/2016, ,6:25:49 PM,STALLED/HAZARDOUS VEHICLE
923,40X KUULEI RD,KAILUA,11/30/2016,MCDONALDS KAILUA,10:34:00 AM,MOTOR VEHICLE COLLISION
924,11X H1W FWY,PEARL CITY,11/30/2016,H1W PEARL CITY OFF,10:05:54 AM,MOTOR VEHICLE COLLISION
925,11X H1W FWY,PEARL CITY,11/30/2016,H1W WAIMALU OFF,10:02:53 AM,MOTOR VEHICLE COLLISION
926,S BERETANIA ST&UNIVERSITY; AVE,MCCULLY,11/30/2016, ,9:54:08 AM,MOTOR VEHICLE COLLISION
927,FARRINGTON HWY&POHAKUNUI; AVE,NANAKULI,11/30/2016, ,9:51:24 AM,MOTOR VEHICLE COLLISION
928,KAHEKILI HWY&KEAAHALA; RD,KANEOHE,11/30/2016, ,9:41:21 AM,HAZARDOUS DRIVER
929,70X KEEAUMOKU ST,HONOLULU,12/2/2016,WALMART KEEAUMOKU,7:51:39 PM,MOTOR VEHICLE COLLISION
930,82X W HIND DR,AINA HAINA,12/2/2016,FOODLAND AINA HAINA,7:44:46 PM,MOTOR VEHICLE COLLISION
931,HIAPO ST&KUMUAO; ST,WAIPAHU,12/2/2016, ,7:44:24 PM,MOTOR VEHICLE COLLISION
932,LILIHA ST&N; VINEYARD BLVD,KALIHI,12/2/2016, ,7:34:55 PM,MOTOR VEHICLE COLLISION
933,122X PUNAHOU ST,HONOLULU,12/2/2016, ,7:34:45 PM,MOTOR VEHICLE COLLISION
934,80X KEEAUMOKU ST,HONOLULU,12/2/2016,SORABOL RESTAURANT,7:31:29 PM,MOTOR VEHICLE COLLISION
935,57009X KAM HWY,KAHUKU,12/2/2016,TURTLE BAY RESORT,7:19:05 PM,HAZARDOUS DRIVER
936,5X H1W FWY,WAIPAHU,12/2/2016,H1W KUNIA OFF,7:11:21 PM,MOTOR VEHICLE COLLISION
937,37X KEAHOLE ST,HAWAII KAI,12/2/2016,HAWAII KAI SC,6:56:09 PM,HAZARDOUS DRIVER
938,9X H1W FWY,WAIPAHU,12/4/2016,H1W WAIPAHU OFF,4:20:32 PM,HAZARDOUS DRIVER
939,1X H1W FWY,MAKAKILO,12/4/2016,H1W MAKAKILO OFF,4:04:31 PM,STALLED/HAZARDOUS VEHICLE
940,436X SALT LAKE BLVD,AIEA,12/4/2016,RADFORD HS,3:58:25 PM,MOTOR VEHICLE COLLISION
941,59014X KAM HWY,SUNSET,12/4/2016,OS 25,3:51:00 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
942,H3E W HARANO TUNNEL,AIEA,12/4/2016,H3E W HARANO TUNNEL,3:49:37 PM,MOTOR VEHICLE COLLISION
943,N KING ST&MOKAUEA; ST,KALIHI,12/4/2016, ,3:47:31 PM,TRAFFIC SIGNAL PROBLEM
944,40X W MOANALUA FWY,MOANALUA V,12/4/2016,MFW PUULOA OFF,3:37:10 PM,HAZARDOUS DRIVER
945,HOOMALU ST&MOANALUA; RD,PEARL CITY,12/4/2016, ,3:24:19 PM,MOTOR VEHICLE COLLISION
946,ISENBERG ST&S; KING ST,MCCULLY,12/5/2016, ,2:20:59 PM,MOTOR VEHICLE COLLISION
947,AHUA ST&PUKOLOA; ST,MAPUNAPUNA,12/5/2016, ,2:13:19 PM,MOTOR VEHICLE COLLISION
948,24X H1W FWY,MANOA,12/5/2016,H1W WILDER OFF,1:48:55 PM,HAZARDOUS DRIVER
949,2X PUUKANI PL,KAILUA,12/5/2016, ,1:35:04 PM,MOTOR VEHICLE COLLISION
950,H1W H2 OP,WAIPAHU,12/5/2016,H1W H2 OP,1:34:42 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
951,KAM ONTO H1W D5,AIRPORT,12/5/2016,KAM ONTO H1W D5,1:31:35 PM,MOTOR VEHICLE COLLISION
952,LILIHA ST&N; VINEYARD BLVD,DOWNTOWN,12/5/2016, ,1:23:43 PM,MOTOR VEHICLE COLLISION
953,FARRINGTON HWY&NANAKULI; AVE,NANAKULI,12/4/2016, ,1:22:14 PM,TRAFFIC SIGNAL PROBLEM
954,HOOMALULE PL&HOOWALEA; ST,EWA BEACH,12/4/2016, ,1:08:53 PM,MOTOR VEHICLE COLLISION
955,85001X FARRINGTON HWY,MAKAHA,12/4/2016,7ELEVEN MAKAHA,12:58:35 PM,MOTOR VEHICLE COLLISION
956,AAWA DR&FORT; WEAVER RD,EWA BEACH,12/4/2016, ,12:49:28 PM,MOTOR VEHICLE COLLISION
957,285X E MANOA RD,MANOA,12/4/2016,SAFEWAY MANOA,12:47:45 PM,MOTOR VEHICLE COLLISION
958,KAAPEHA ST&MEHEULA; PKWY,MILILANI,12/4/2016, ,12:42:30 PM,MOTOR VEHICLE COLLISION
959,9TH AVE&WAIALAE; AVE,KAIMUKI,12/4/2016, ,12:37:52 PM,MOTOR VEHICLE COLLISION
960,JARRET WHT/H1W, ,12/4/2016, ,12:37:46 PM,MOTOR VEHICLE COLLISION
961,ALA WAI BLVD&MCCULLY; ST,WAIKIKI,12/4/2016, ,12:33:10 PM,MOTOR VEHICLE COLLISION
962,9X H1W FWY,WAIPAHU,12/4/2016,H1W WAIPAHU OFF,12:29:33 PM,MOTOR VEHICLE COLLISION
963,30X W MOANALUA FWY,MOANALUA V,12/1/2016,MFW RED HILL OFF,12:41:15 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
964,21X W MOANALUA FWY,MOANALUA V,12/1/2016,MFW ALA KAPUNA ON,12:39:02 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
965,4X H1E FWY,EWA BEACH,12/1/2016,H1E NORTH SOUTH ON,12:37:32 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
966,MOANALUA RD&WAIMANO; HOME RD,PEARL CITY,12/1/2016, ,10:31:19 PM,HAZARDOUS DRIVER
967,54019X KAWAIPAPA ST,HAUULA,12/1/2016, ,10:29:15 PM,MOTOR VEHICLE COLLISION
968,KALANIANAOLE HWY&LUNALILO; HOME,HAWAII KAI,12/1/2016, ,10:26:48 PM,HAZARDOUS DRIVER
969,5X H2N FWY,MILILANI,12/1/2016,H2N MILILANI OFF,10:12:36 PM,HAZARDOUS DRIVER
970,87021X MALIONA ST,MAILI,12/1/2016, ,9:57:26 PM,HAZARDOUS DRIVER
971,PLANTATION RD&WAIANAE; VALLEY R,WAIANAE,12/1/2016, ,9:49:01 PM,MOTOR VEHICLE COLLISION
972,172X KAPIOLANI BLVD,HONOLULU,12/1/2016,SURA HAWAII,9:41:08 PM,MOTOR VEHICLE COLLISION
973,133X N KING ST,KALIHI,12/5/2016,DINERS KALIHI,1:19:58 AM,MOTOR VEHICLE COLLISION
974,ALA KAPUNA&MOANALUA; RD,MOANALUA V,12/5/2016, ,1:24:04 AM,MOTOR VEHICLE COLLISION
975,134X KAPIOLANI BLVD,ALA MOANA,12/4/2016, ,12:20:17 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
976,9X H1W FWY,WAIPAHU,12/4/2016,H1W WAIPAHU OFF,12:18:20 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
977,H2N MEHEULA, ,12/4/2016, ,12:14:13 AM,HAZARDOUS DRIVER
978,203X NU PL,NUUANU,12/4/2016, ,12:08:35 AM,MOTOR VEHICLE COLLISION
979,FARRINGTON HWY&KAM; HWY,WAIPAHU,12/4/2016, ,12:04:46 AM,STALLED/HAZARDOUS VEHICLE
980,NUUANU PALI DR&PALI; HWY,NUUANU,12/4/2016, ,12:03:15 AM,STALLED/HAZARDOUS VEHICLE
981,HOUGHTAILING ST&N; KING ST,KALIHI,12/3/2016, ,11:40:08 PM,HAZARDOUS DRIVER
982,21X H1W FWY,NUUANU,12/3/2016,H1W SCHOOL OFF,12:21:09 PM,STALLED/HAZARDOUS VEHICLE
983,KEKAULIKE ST&N; KING ST,DOWNTOWN,12/3/2016, ,12:17:56 PM,MOTOR VEHICLE COLLISION
984,OLIVE AVE&WALKER; AVE,WAHIAWA,12/3/2016, ,12:16:13 PM,MOTOR VEHICLE COLLISION
985,61052X KAM HWY,HALEIWA,12/3/2016,CHUNS REEF,12:13:18 PM,HAZARDOUS DRIVER
986,213X MAKIKI HTS DR,MAKIKI,12/3/2016,HAWAII NATURE CONSER,12:00:27 PM,MOTOR VEHICLE COLLISION
987,16TH AVE&WAIALAE; AVE,KAIMUKI,12/3/2016, ,12:00:12 PM,MOTOR VEHICLE COLLISION
988,600X PALI HWY,KAILUA,12/3/2016,PALI TUNNELS D4 N,11:54:37 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
989,HAWAII KAI DR&KEALAHOU; ST,HAWAII KAI,12/3/2016, ,11:51:58 AM,HAZARDOUS DRIVER
990,X ALOHA TOWER DR,DOWNTOWN,12/3/2016,ALOHA TOWER,11:51:24 AM,HAZARDOUS DRIVER
991,X H2S FWY,WAIPIO,12/3/2016,H2S WAIANAE OFF,11:48:19 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
992,5X H2N FWY,MILILANI,12/3/2016,H2N MILILANI OFF,11:38:32 AM,MOTOR VEHICLE COLLISION
993,364X LIKELIKE HWY,KALIHI,12/3/2016,BURMEISTER OP N,11:28:30 AM,MOTOR VEHICLE COLLISION
994,252X S KING ST,MCCULLY,12/3/2016,DOWN TO EARTH,11:26:30 AM,MOTOR VEHICLE COLLISION
995,KALIHI ONTO H1E, ,12/3/2016, ,9:23:05 PM,MOTOR VEHICLE COLLISION
996,4X H1W FWY,MAKAKILO,12/3/2016,H1W NORTH SOUTH OFF,9:19:28 PM,HAZARDOUS DRIVER
997,PUNCHBOWL ST&S; VINEYARD BLVD,HONOLULU,12/3/2016, ,9:09:05 PM,HAZARDOUS DRIVER
998,350X DIAMOND HEAD RD,KAHALA,12/3/2016,DH LOOKOUT EWA,8:59:38 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
999,94140X LANIKUHANA AVE,MILILANI,12/3/2016, ,8:58:33 PM,MOTOR VEHICLE COLLISION
1000,ALAKAWA ST&N; NIMITZ HWY,KALIHI,12/3/2016, ,8:56:49 PM,HAZARDOUS DRIVER
1001,91110X OLOWA ST,EWA BEACH,12/3/2016, ,8:53:43 PM,MOTOR VEHICLE COLLISION
1002,7X H1W FWY,WAIPIO,12/3/2016,H1W WAIKELE OFF,8:47:12 PM,HAZARDOUS DRIVER
1003,AULOA RD&PALI; HWY,KAILUA,12/3/2016, ,8:36:59 PM,MOTOR VEHICLE COLLISION
1004,KAPIOLANI FROM H1W,KAIMUKI,12/3/2016,KAPIOLANI FROM H1W,8:34:40 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1005,PALAMA ST&N; VINEYARD BLVD,KALIHI,12/3/2016, ,8:33:24 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1006,247X S KING ST,MCCULLY,12/3/2016,LONGS MOILIILI,8:29:32 PM,MOTOR VEHICLE COLLISION
1007,KAM HWY&WAIMANO; HOME RD,PEARL CITY,12/4/2016, ,1:12:53 AM,MOTOR VEHICLE COLLISION - TOWED
1008,KAPOLEI PKWY&KINOIKI; ST,KAPOLEI,12/4/2016, ,12:55:05 AM,HAZARDOUS DRIVER
1009,H3E LIKELIKE OFF,KANEOHE,12/4/2016,H3E LIKELIKE OFF,12:54:40 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
1010,WARD/QUEEN, ,12/4/2016, ,12:39:31 AM,HAZARDOUS DRIVER
1011,H3E W HARANO TUNNEL,AIEA,12/4/2016,H3E W HARANO TUNNEL,12:36:25 AM,HAZARDOUS DRIVER
1012,274X KALAKAUA AVE,WAIKIKI,12/4/2016,QUEENS SURF BCH,12:32:12 AM,HAZARDOUS DRIVER
1013,65080X KAUKONAHUA RD,WAHIAWA,12/2/2016,S TURN PINEAPPLE FLD,10:47:13 AM,HAZARDOUS DRIVER
1014,94018X FARRINGTON HWY,WAIPAHU,12/2/2016,ZIPPYS WAIPAHU,10:33:21 AM,MOTOR VEHICLE COLLISION
1015,MCCULLY ST&WAIOLA; ST,MCCULLY,12/2/2016, ,10:31:49 AM,MOTOR VEHICLE COLLISION
1016,378X SIERRA DR,KAIMUKI,12/2/2016, ,10:24:33 AM,MOTOR VEHICLE COLLISION
1017,DILLINGHAM BLVD&MOKAUEA; ST,KALIHI,12/2/2016, ,10:23:57 AM,HAZARDOUS DRIVER
1018,ANOI RD&KENEKE; ST,KANEOHE,12/2/2016,.,10:07:21 AM,MOTOR VEHICLE COLLISION
1019,2X H2N FWY,PEARL CITY,12/2/2016,H2N KA UKA OFF,10:02:01 AM,STALLED/HAZARDOUS VEHICLE
1020,S BERETANIA ST&KALAKAUA; AVE,HONOLULU,12/2/2016, ,7:48:26 AM,MOTOR VEHICLE COLLISION
1021,85025X FARRINGTON HWY,WAIANAE,12/2/2016,WAIANAE HS,7:43:38 AM,MOTOR VEHICLE COLLISION
1022,518X LIKINI ST,SALT LAKE,12/2/2016, ,7:42:17 AM,MOTOR VEHICLE COLLISION
1023,KAM HWY&WHITMORE; AVE,WAHIAWA,12/2/2016, ,7:41:51 AM,MOTOR VEHICLE COLLISION
1024,FARR EB/ HAKINIO, ,12/2/2016, ,7:40:57 AM,HAZARDOUS DRIVER
1025,KAM HWY&KAMANANUI; RD,WAHIAWA,12/2/2016, ,7:40:12 AM,MOTOR VEHICLE COLLISION
1026,54013X KAM HWY,HAUULA,12/2/2016,7ELEVEN HAUULA,7:34:42 AM,MOTOR VEHICLE COLLISION
1027,PALI HWY&WAOKANAKA; ST,NUUANU,12/2/2016, ,7:33:09 AM,MOTOR VEHICLE COLLISION
1028,45099X LIKELIKE HWY,KANEOHE,12/2/2016,WILSON TUNNEL D4 N,7:28:06 AM,HAZARDOUS DRIVER
1029,KALANIANAOLE HWY&KULIOUOU; RD,AINA HAINA,12/2/2016, ,7:15:23 AM,MOTOR VEHICLE COLLISION
1030,FARRINGTON HWY&HAKIMO; RD,NANAKULI,12/2/2016,2B861,7:11:45 AM,MOTOR VEHICLE COLLISION
1031,N KAM HWY&KILANI; AVE,WAHIAWA,12/2/2016, ,7:02:35 AM,MOTOR VEHICLE COLLISION
1032,46002X KAM HWY,KANEOHE,12/2/2016,WALGREENS KANEOHE,7:02:33 AM,MOTOR VEHICLE COLLISION
1033,KUALA ST&WAIMANO; HOME RD,PEARL CITY,12/2/2016, ,7:01:58 AM,MOTOR VEHICLE COLLISION
1034,46002X KAM HWY,KANEOHE,12/2/2016,WALGREENS KANEOHE,7:01:46 AM,MOTOR VEHICLE COLLISION
1035,WAIMALU FROM H1E,PEARL CITY,12/3/2016,WAIMALU FROM H1E,8:21:37 PM,HAZARDOUS DRIVER
1036,KUNIA ONTO H1E,WAIPAHU,12/3/2016,KUNIA ONTO H1E,8:09:21 PM,MOTOR VEHICLE COLLISION
1037,155X WAIMANO HOME RD,PEARL CITY,12/3/2016,BS 2012,8:08:11 PM,MOTOR VEHICLE COLLISION
1038,77X KAM HWY,PEARL CITY,12/3/2016,CHEVRON PEARL CITY,7:54:36 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1039,KANEOHE BAY DR&PUOHALA; ST,KANEOHE,12/3/2016, ,7:51:11 PM,MOTOR VEHICLE COLLISION
1040,S BERETANIA ST&BISHOP; ST,DOWNTOWN,12/3/2016, ,7:46:51 PM,MOTOR VEHICLE COLLISION
1041,KAAHUMANU ST&MOANALUA; RD,PEARL CITY,12/3/2016, ,7:45:58 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1042,2X S H2 FWY,WAIPAHU,12/3/2016,H2S KA UKA OFF,7:31:34 PM,HAZARDOUS DRIVER
1043,87002X FARRINGTON HWY,MAILI,12/4/2016,MAILI BCH PK,8:09:27 PM,HAZARDOUS DRIVER
1044,100X WAIMANU ST,HONOLULU,12/4/2016, ,8:05:08 PM,MOTOR VEHICLE COLLISION
1045,FARRINGTON HWY&KAUKONAHUA; RD,WAIALUA,12/4/2016, ,7:52:01 PM,HAZARDOUS DRIVER
1046,S BERETANIA ST&PUNCHBOWL; ST,DOWNTOWN,12/4/2016, ,7:31:32 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1047,64155X KAM HWY,WAHIAWA,12/4/2016,DOLE PLANTATION,7:31:06 PM,HAZARDOUS DRIVER
1048,HALAWA VALLEY ST&WAIUA; PL,AIEA,12/4/2016, ,7:25:50 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
1049,30X W MOANALUA FWY,MOANALUA V,12/2/2016,MFW RED HILL OFF,3:52:30 PM,HAZARDOUS DRIVER
1050,27X N VINEYARD BLVD,DOWNTOWN,12/2/2016, ,3:52:03 PM,MOTOR VEHICLE COLLISION
1051,171X WILIKINA DR,WAHIAWA,12/2/2016,KEMOO FARM RESTAURAN,3:49:54 PM,HAZARDOUS DRIVER
1052,KA UKA BLVD&MOANIANI; ST,WAIPIO,12/2/2016, ,3:48:54 PM,HAZARDOUS DRIVER
