,address,area,date,location,time,type
207,145X ALA MOANA,ALA MOANA,12/3/2016,MACYS ALA MOANA SC,1:27:59 PM,MOTOR VEHICLE COLLISION
208,FORT WEAVER RD&RENTON; RD,EWA BEACH,12/1/2016, ,11:28:38 AM,MOTOR VEHICLE COLLISION
209,KALIHI ST&LIKELIKE; HWY,KALIHI,12/1/2016, ,11:23:45 AM,MOTOR VEHICLE COLLISION
210,162X KALAKAUA AVE,MCCULLY,12/1/2016, ,11:22:32 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
211,59X FARRINGTON HWY,KAPOLEI,12/1/2016,KAPOLEI SC,11:20:19 AM,MOTOR VEHICLE COLLISION
212,283X AWAAWALOA ST,MAPUNAPUNA,12/1/2016,BLUE HAWAII TIRES,11:12:04 AM,MOTOR VEHICLE COLLISION
213,AHUI NANI PL&KAM; HWY,KANEOHE,12/1/2016, ,11:11:06 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
214,147X LALAMILO ST,MOANALUA V,12/1/2016, ,11:10:10 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
215,KAM HWY&LULUKU; PL,KANEOHE,12/1/2016,ALOHA GAS,11:00:49 AM,MOTOR VEHICLE COLLISION
216,95124X MEHEULA PKWY,MILILANI,12/1/2016,MILILANI TOWN CTR,10:49:47 AM,MOTOR VEHICLE COLLISION
217,FORT WEAVER RD&KOLOWAKA; DR,EWA BEACH,11/30/2016, ,9:26:32 AM,HAZARDOUS DRIVER
218,98045X KILINOE ST,AIEA,11/30/2016, ,9:25:13 AM,MOTOR VEHICLE COLLISION
219,LUNALILO HOME RD&WAILUA; ST,HAWAII KAI,11/30/2016, ,9:24:19 AM,TRAFFIC SIGNAL PROBLEM
220,HALAWA DR&KAM; HWY,AIEA,11/30/2016, ,9:22:40 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
221,102X KEOLU DR,KAILUA,11/30/2016,ENCHANTED LAKE SC-MCDONALDS,9:17:05 AM,MOTOR VEHICLE COLLISION
222,NIMITZ, ,11/30/2016, ,9:02:47 AM,STALLED/HAZARDOUS VEHICLE
223,3X H1E FWY,KAPOLEI,11/30/2016,H1E EXIT3 KAPOLEI,8:51:35 AM,MOTOR VEHICLE COLLISION
224,N JUDD ST&LILIHA; ST,NUUANU,11/30/2016, ,8:51:00 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
225,87211X FARRINGTON HWY, ,11/30/2016,KAISER NANAIKEOLA,8:48:44 AM,MOTOR VEHICLE COLLISION
226,LIME ST&MCCULLY; ST,MCCULLY,11/30/2016, ,8:40:40 AM,STALLED/HAZARDOUS VEHICLE
227,94105X NALII ST,WAIPAHU,12/5/2016, ,6:19:57 PM,MOTOR VEHICLE COLLISION
228,KE ALA MANO ST&MAKUAKANE; ST,KALIHI,12/5/2016, ,6:10:20 PM,MOTOR VEHICLE COLLISION
229,VINEYARD ONTO H1E,HONOLULU,12/5/2016,VINEYARD ONTO H1E,6:08:57 PM,MOTOR VEHICLE COLLISION
230,E HIND DR&KALANIANAOLE; HWY,AINA HAINA,12/5/2016, ,6:08:45 PM,STALLED/HAZARDOUS VEHICLE
231,W HIND DR&KALANIANAOLE; HWY,AINA HAINA,12/5/2016, ,6:07:57 PM,STALLED/HAZARDOUS VEHICLE
232,185X MAHANA ST,KAIMUKI,12/5/2016, ,6:02:57 PM,MOTOR VEHICLE COLLISION
233,21X H1E FWY,DOWNTOWN,12/5/2016,H1E PALI OFF,5:51:43 PM,MOTOR VEHICLE COLLISION
234,KAMINAKA DR&ST; LOUIS DR,KAIMUKI,12/5/2016, ,5:50:30 PM,MOTOR VEHICLE COLLISION
235,131X PALAMA ST,KALIHI,12/5/2016,TESORO PALAMA,5:48:07 PM,MOTOR VEHICLE COLLISION
236,KEEAUMOKU ST&S; KING ST,HONOLULU,12/5/2016, ,5:47:57 PM,STALLED/HAZARDOUS VEHICLE
237,140X S KING ST,HONOLULU,12/5/2016,BS 140,5:45:10 PM,STALLED/HAZARDOUS VEHICLE
238,S BERETANIA ST&MAKIKI; ST,HONOLULU,12/5/2016, ,5:41:03 PM,STALLED/HAZARDOUS VEHICLE
239,285X PUKOLOA ST,MAPUNAPUNA,12/5/2016,SERVCO MAPUNAPUNA,5:40:48 PM,MOTOR VEHICLE COLLISION
240,421X WAIALAE AVE,KAIMUKI,12/5/2016,KAHALA MALL,5:36:04 PM,MOTOR VEHICLE COLLISION
241,131X PALAMA ST,KALIHI,12/5/2016,TESORO PALAMA,5:34:55 PM,MOTOR VEHICLE COLLISION
242,84036X FARRINGTON HWY,MAKAHA,12/5/2016,MAKAHA SURFING BCH,5:32:22 PM,HAZARDOUS DRIVER
243,221X ALA WAI BLVD,WAIKIKI,12/5/2016,AOAO ALOHA LANI,5:29:32 PM,MOTOR VEHICLE COLLISION
244,54X KA AWAKEA RD,KAILUA,12/5/2016, ,5:25:11 PM,MOTOR VEHICLE COLLISION
245,H3W W HARANO TUNNEL,AIEA,11/30/2016,H3W W HARANO TUNNEL,4:36:04 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
246,192X 10TH AVE,KAIMUKI,11/30/2016, ,4:31:43 PM,MOTOR VEHICLE COLLISION
247,63X HOOULU ST,KAILUA,11/30/2016, ,4:27:19 PM,MOTOR VEHICLE COLLISION
248,21X H1W FWY,NUUANU,11/30/2016,H1W NUUANU OP,4:26:33 PM,MOTOR VEHICLE COLLISION
249,N HOTEL ST&NUUANU; AVE,DOWNTOWN,11/30/2016, ,4:23:56 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
250,22X H1E FWY,HONOLULU,11/30/2016,H1E KINAU OFF,4:22:24 PM,MOTOR VEHICLE COLLISION
251,MARIN ST&NUUANU; AVE,DOWNTOWN,11/30/2016, ,4:17:28 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
252,HALAWA DR&KAM; HWY,AIEA,11/30/2016, ,4:13:12 PM,STALLED/HAZARDOUS VEHICLE
253,5X WILIKINA DR,WAHIAWA,11/30/2016, ,4:12:03 PM,MOTOR VEHICLE COLLISION
254,88X S KING ST,HONOLULU,11/30/2016,STRAUB CLINIC & HOSPITAL,4:10:32 PM,MOTOR VEHICLE COLLISION
255,2X H2N FWY,PEARL CITY,11/30/2016,H2N KA UKA OFF,4:08:03 PM,STALLED/HAZARDOUS VEHICLE
256,26X H1E FWY,KAIMUKI,11/30/2016,H1E KOKO HEAD OFF,4:03:54 PM,STALLED/HAZARDOUS VEHICLE
257,3RD AVE&WAIALAE; AVE,KAIMUKI,11/30/2016, ,3:58:23 PM,MOTOR VEHICLE COLLISION
258,7X H1E FWY,WAIPAHU,11/30/2016,H1E WAIKELE OFF,3:49:09 PM,STALLED/HAZARDOUS VEHICLE
259,POHUKAINA ST&SOUTH; ST,HONOLULU,11/30/2016, ,3:47:24 PM,TRAFFIC SIGNAL PROBLEM
260,110X WARD AVE,HONOLULU,11/30/2016,FIRST INSURANCE BLDG,3:40:27 PM,MOTOR VEHICLE COLLISION
261,AOLOA PL&AOLOA; ST,KAILUA,11/30/2016, ,3:39:14 PM,MOTOR VEHICLE COLLISION
262,91086X HAHANUI ST,EWA BEACH,12/1/2016, ,3:35:20 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
263,KAM HWY&PAALAA; UKA PUPUKEA RD,WAHIAWA,12/1/2016, ,3:34:56 PM,MOTOR VEHICLE COLLISION
264,64155X KAM HWY,WAHIAWA,12/1/2016,DOLE PLANTATION,3:34:53 PM,MOTOR VEHICLE COLLISION
265,41X KANEKAPOLEI, ,12/1/2016, ,3:29:54 PM,MOTOR VEHICLE COLLISION
266,314X WAIALAE AVE,KAIMUKI,12/1/2016,CHAMINADE UNIVERSITY,3:28:42 PM,MOTOR VEHICLE COLLISION
267,ALA WAI BLVD&KAIOLU; ST,WAIKIKI,12/1/2016, ,3:27:27 PM,MOTOR VEHICLE COLLISION
268,95124X MEHEULA PKWY,MILILANI,12/1/2016,MILILANI TOWN CTR-ZIPPYS,3:26:04 PM,MOTOR VEHICLE COLLISION
269,102X AUAHI, ,12/1/2016, ,3:20:46 PM,MOTOR VEHICLE COLLISION
270,HAIKU RD&KAM; HWY,KANEOHE,12/1/2016, ,3:12:59 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
271,77X WARD AVE,HONOLULU,12/1/2016,BLAISDELL CTR,3:03:45 PM,MOTOR VEHICLE COLLISION
272,FLAMINGO ST&KALANIANAOLE; HWY,WAIMANALO,12/1/2016, ,3:01:43 PM,MOTOR VEHICLE COLLISION
273,10X H1E FWY,PEARL CITY,12/1/2016,H1E PEARLRIDGE OFF,2:57:29 PM,HAZARDOUS DRIVER
274,57002X KAM HWY,KAHUKU,12/1/2016,TURTLE BAY COUNTRY C,2:57:18 PM,MOTOR VEHICLE COLLISION
275,CIRCLE DR&ROSE; ST,WAHIAWA,12/1/2016, ,2:56:54 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
276,MOKULELE DR&NAMOKU; ST,KANEOHE,12/1/2016, ,2:53:09 PM,MOTOR VEHICLE COLLISION
277,91325X KUALAKAI PKWY,KAPOLEI,12/1/2016,KROC CENTER,2:48:35 PM,STALLED/HAZARDOUS VEHICLE
278,MILILANI FROM H2N,MILILANI,12/1/2016,MILILANI FROM H2N,2:43:28 PM,MOTOR VEHICLE COLLISION
279,ALA AKAU ST&FARRINGTON; HWY,WAIANAE,12/5/2016, ,8:22:49 AM,HAZARDOUS DRIVER
280,N SCHOOL ST&STILLMAN; LN,NUUANU,12/5/2016, ,8:16:19 AM,MOTOR VEHICLE COLLISION
281,ALAIHI ST&OLUOLU; ST,WAIMANALO,12/5/2016, ,8:14:44 AM,HAZARDOUS DRIVER
282,719X KALANIANAOLE HWY,HAWAII KAI,12/5/2016,KOKO MARINA SC-ZIPPY,8:13:19 AM,TRAFFIC INCIDENT - NO COLLISION
283,FARRINGTON HWY&MOHIHI; ST,NANAKULI,12/5/2016, ,8:07:05 AM,MOTOR VEHICLE COLLISION
284,HALEMAUMAU ST&KALANIANAOLE; HWY,AINA HAINA,12/5/2016, ,8:06:41 AM,HAZARDOUS DRIVER
285,22X H1W FWY,MAKIKI,12/5/2016,H1W LUNALILO ON,8:04:27 AM,HAZARDOUS DRIVER
286,METCALF ST&NAKIU; PL,MANOA,12/5/2016, ,8:02:03 AM,MOTOR VEHICLE COLLISION
287,315X MANOA RD,MANOA,12/5/2016,MANOA ES,7:59:15 AM,MOTOR VEHICLE COLLISION
288,5X H1W FWY,WAIPAHU,12/5/2016,H1W KUNIA OFF,7:56:17 AM,STALLED/HAZARDOUS VEHICLE
289,H3W HALAWA VLY  UP,AIEA,12/5/2016,H3W HALAWA VLY  UP,7:55:25 AM,STALLED/HAZARDOUS VEHICLE
290,5X H1W FWY,WAIPAHU,12/5/2016,H1W KUNIA OFF,7:53:25 AM,STALLED/HAZARDOUS VEHICLE
291,E MOANALUA FWY&PUULOA; RD,MAPUNAPUNA,12/5/2016, ,7:52:25 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
292,22X H1W FWY,PUNCHBOWL,12/5/2016,H1W VINEYARD OFF,7:50:34 AM,STALLED/HAZARDOUS VEHICLE
293,2X H2N FWY,PEARL CITY,12/5/2016,H2N KA UKA ON,7:44:59 AM,STALLED/HAZARDOUS VEHICLE
294,KAUA ST&MIDDLE; ST,MOANALUA V,12/5/2016, ,7:42:11 AM,MOTOR VEHICLE COLLISION
295,H1W WAIPAHU OFF, ,12/5/2016, ,7:38:38 AM,STALLED/HAZARDOUS VEHICLE
296,296X OAHU AVE,MANOA,12/5/2016, ,7:35:19 AM,MOTOR VEHICLE COLLISION
297,ALA ILIMA&ALA; LILIKOI ST,SALT LAKE,12/5/2016, ,7:27:47 AM,MOTOR VEHICLE COLLISION
298,H1E EXIT8A WAIPAHU,WAIPAHU,12/1/2016,H1E EXIT8A WAIPAHU,11:10:33 PM,HAZARDOUS DRIVER
299,HELECONIA PL&MOANALUA; RD,AIEA,12/1/2016, ,11:08:24 PM,STALLED/HAZARDOUS VEHICLE
300,10TH AVE&WAIALAE; AVE,KAIMUKI,12/1/2016, ,11:03:54 PM,MOTOR VEHICLE COLLISION - TOWED
301,N KUAKINI ST&LILIHA; ST,NUUANU,12/1/2016, ,11:00:00 PM,MOTOR VEHICLE COLLISION
302,ALA WAI BLVD&LAUNIU; ST,WAIKIKI,12/1/2016, ,10:59:07 PM,MOTOR VEHICLE COLLISION
303,130X LILIHA ST,DOWNTOWN,12/1/2016,WAENA APTS,10:51:08 PM,MOTOR VEHICLE COLLISION
304,91543X KAPOLEI PKWY,KAPOLEI,12/1/2016,KA MAKANA ALII,10:44:46 PM,MOTOR VEHICLE COLLISION
305,21X H1E FWY,KALIHI,12/1/2016,H1E LILIHA ACCESS OP,10:42:14 PM,HAZARDOUS DRIVER
306,94059X KUPUOHI ST,WAIPAHU,12/1/2016,WALMART ROYAL KUNIA,10:37:12 PM,MOTOR VEHICLE COLLISION - TOWED
307,6X H1W FWY,WAIPIO,12/2/2016,H1W MILITARY ACC OP,6:51:42 PM,STALLED/HAZARDOUS VEHICLE
308,KAHEKILI HWY&LIKELIKE; HWY,KANEOHE,12/2/2016, ,6:43:13 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
309,37X KEAHOLE ST,HAWAII KAI,12/2/2016,SAFEWAY HAWAII KAI S,6:36:02 PM,MOTOR VEHICLE COLLISION
310,KINAU FROM H1E,HONOLULU,12/2/2016,KINAU FROM H1E,6:28:49 PM,MOTOR VEHICLE COLLISION
311,H1E FWY&KUNIA; RD,WAIPAHU,12/2/2016, ,6:23:13 PM,MOTOR VEHICLE COLLISION
312,94X AUAHI ST,HONOLULU,12/2/2016,WAHOOS,6:21:58 PM,MOTOR VEHICLE COLLISION
313,N NIMITZ HWY&SAND; ISLAND ACC R,KALIHI,12/2/2016, ,6:19:20 PM,STALLED/HAZARDOUS VEHICLE
314,2X H2S FWY,WAIPIO,12/2/2016,H2S KA UKA OFF,6:18:53 PM,STALLED/HAZARDOUS VEHICLE
315,KAM HWY&LIKELIKE; HWY,KANEOHE,12/2/2016, ,6:14:17 PM,STALLED/HAZARDOUS VEHICLE
316,ALA WAI BLVD&NIU; ST,WAIKIKI,12/2/2016, ,6:14:08 PM,HAZARDOUS DRIVER
317,105X GREEN ST,MAKIKI,12/2/2016,BEL AIR PLZ,6:13:56 PM,MOTOR VEHICLE COLLISION
318,20X HAMAKUA DR,KAILUA,12/2/2016,SAFEWAY KAILUA,6:10:10 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
319,456X SALT LAKE BLVD,AIEA,12/2/2016,MCDONALDS STADIUM MP,6:01:54 PM,MOTOR VEHICLE COLLISION
320,56X KAMOKU ST,MCCULLY,11/30/2016,IOLANI SCH,5:29:24 AM,MOTOR VEHICLE COLLISION
321,75X WAIAKAMILO RD,KALIHI,11/30/2016, ,5:27:23 AM,MOTOR VEHICLE COLLISION
322,15X H1E FWY,AIEA,11/30/2016,H1E RADFORD DR OP,5:25:29 AM,MOTOR VEHICLE COLLISION
323,51066X KAM HWY,KAAAWA,11/30/2016,CROUCHING LION THE,5:21:39 AM,MOTOR VEHICLE COLLISION
324,7X H1E FWY,WAIPIO,11/30/2016,H1E WAIKELE OFF,5:09:58 AM,MOTOR VEHICLE COLLISION - TOWED
325,13X H1E FWY,AIEA,12/3/2016,H1E STADIUM OFF,4:12:20 AM,HAZARDOUS DRIVER
326,205X HILLCREST ST,KALIHI,12/2/2016, ,12:14:55 AM,MOTOR VEHICLE COLLISION
327,H3E E HARANO TUNNEL,KANEOHE,12/2/2016,H3E E HARANO TUNNEL,12:06:21 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
328,H1E AIEA OFF,AIEA,12/1/2016,H1E AIEA OFF,11:55:22 PM,MOTOR VEHICLE COLLISION
329,2X H2S FWY,WAIPIO,12/2/2016,H2S KA UKA OFF,8:45:22 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
330,KAAHUMANU ST&KULEANA; RD,PEARL CITY,12/2/2016, ,8:44:23 AM,MOTOR VEHICLE COLLISION
331,291X LAUOHA PL,PUNCHBOWL,12/2/2016, ,8:35:39 AM,MOTOR VEHICLE COLLISION
332,53064X KAM HWY,PUNALUU,12/2/2016, ,8:29:47 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
333,228X ALA WAI BLVD,WAIKIKI,12/2/2016,WAIKIKI BREEZE APTS,8:18:44 AM,MOTOR VEHICLE COLLISION
334,10X H1E FWY,PEARL CITY,12/2/2016,H1E WAIMALU OFF,8:18:39 AM,MOTOR VEHICLE COLLISION
335,34X N KUAKINI ST,NUUANU,12/2/2016,KUAKINI HOSPITAL,8:11:12 AM,MOTOR VEHICLE COLLISION
336,110X DESHA LN,KALIHI,12/2/2016,MAYOR WRIGHT BLDG 5,8:08:46 AM,MOTOR VEHICLE COLLISION
337,56049X KAM HWY,KAHUKU,12/2/2016,KAHUKU HS,8:05:45 AM,TRAFFIC SIGNAL PROBLEM
338,FORT WEAVER RD&PAPIPI; RD,EWA BEACH,12/2/2016,7ELEVEN /,8:04:57 AM,MOTOR VEHICLE COLLISION
339,POHAKU ST&N; SCHOOL ST,KALIHI,12/2/2016, ,7:59:45 AM,MOTOR VEHICLE COLLISION
340,46050X KAM HWY,KANEOHE,12/2/2016,HEEIA KEA BOAT HARBO,7:54:49 AM,HAZARDOUS DRIVER
341,LAGOON DR&N; NIMITZ HWY,AIRPORT,12/2/2016, ,7:54:24 AM,STALLED/HAZARDOUS VEHICLE
342,219X KALIA RD,WAIKIKI,11/30/2016,HALEKULANI HTL,3:10:32 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
343,98003X HEKAHA ST,AIEA,11/30/2016,HARBOR CENTER,12:37:32 PM,MOTOR VEHICLE COLLISION
344,CENTER DR&KAM; HWY,AIRPORT,11/30/2016, ,12:21:00 PM,STALLED/HAZARDOUS VEHICLE
345,65X ILALO ST,KAKAAKO,11/30/2016,UH BURNS SCH OF MEDICINE,12:16:48 PM,MOTOR VEHICLE COLLISION
346,16X H1W FWY,AIRPORT,11/30/2016,H1W AIRPORT OFF,12:12:02 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
347,KAHEKILI HWY&KEAAHALA; RD,KANEOHE,11/30/2016,KANEOHE DIST PK,12:10:56 PM,MOTOR VEHICLE COLLISION
348,H1W EXIT15A ARIZONA,AIRPORT,11/30/2016,H1W EXIT15A ARIZONA,12:05:37 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
349,PEARL CITY ONTO H1E,PEARL CITY,11/30/2016,PEARL CITY ONTO H1E,12:05:14 PM,MOTOR VEHICLE COLLISION
350,LANAKILA AVE&N; SCHOOL ST,KALIHI,11/30/2016, ,11:59:50 AM,MOTOR VEHICLE COLLISION
351,H1W ZIPPER HOUSE,AIRPORT,11/30/2016,H1W ZIPPER HOUSE,11:59:41 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
352,ARIZONA RD&SALT; LAKE BLVD,ALIAMANU,11/30/2016, ,11:57:49 AM,MOTOR VEHICLE COLLISION - TOWED
353,115X MAPUNAPUNA ST,MAPUNAPUNA,11/30/2016, ,11:52:18 AM,MOTOR VEHICLE COLLISION
354,N NIMITZ HWY&SUMNER; ST,KALIHI,11/30/2016,SALVATION ARMY ADULT,11:52:18 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
355,91X KEEAUMOKU ST,HONOLULU,11/30/2016,MCDONALDS KEEAUMOKU,11:50:57 AM,MOTOR VEHICLE COLLISION
356,ALA MOANA&WARD; AVE,KAKAAKO,11/30/2016,*,11:48:24 AM,MOTOR VEHICLE COLLISION
357,KUHIO AVE&ROYAL; HAWAIIAN AVE,WAIKIKI,11/30/2016, ,11:39:00 AM,MOTOR VEHICLE COLLISION
358,22X S KING ST,DOWNTOWN,12/5/2016,CPB,9:20:47 AM,MOTOR VEHICLE COLLISION
359,BISHOP ST&S; KING ST,DOWNTOWN,12/5/2016, ,9:04:20 AM,MOTOR VEHICLE COLLISION
360,245X PRINCE EDWARD ST,WAIKIKI,12/5/2016,KUHIO VILLAGE 2,9:02:57 AM,TRAFFIC INCIDENT - NO COLLISION
361,22X SARATOGA RD,WAIKIKI,12/5/2016,TRUMP PLAZA,8:53:36 AM,TRAFFIC INCIDENT - NO COLLISION
362,MOKAUEA ST&N; NIMITZ HWY,KALIHI,12/5/2016, ,8:45:13 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
363,IWIA PL&KAM; HWY,SUNSET,12/5/2016, ,8:38:43 AM,MOTOR VEHICLE COLLISION
364,KAIMAKANI ST&MOANALUA; RD,AIEA,12/5/2016, ,8:25:26 AM,MOTOR VEHICLE COLLISION
365,OHENANA LOOP&OHENANA; PL,AIEA,12/2/2016, ,12:52:02 PM,MOTOR VEHICLE COLLISION
366,ULUNE HALAWA OFF, ,12/2/2016, ,12:51:13 PM,HAZARDOUS DRIVER
367,N NIMITZ HWY&SAND; ISLAND ACC R,KALIHI,12/2/2016, ,12:48:24 PM,HAZARDOUS DRIVER
368,40X FARRINGTON HWY,KAPOLEI,12/2/2016,H1W FARRINGTON OFF,12:42:30 PM,HAZARDOUS DRIVER
369,145X ALA MOANA,ALA MOANA,12/2/2016,ALA MOANA SC,12:40:50 PM,MOTOR VEHICLE COLLISION
370,456X SALT LAKE BLVD,AIEA,12/2/2016,OREILLY AUTO PARTS,12:30:10 PM,MOTOR VEHICLE COLLISION
371,130X PUNCHBOWL ST,HONOLULU,12/2/2016,QUEENS HOSPITAL,12:19:33 PM,TRAFFIC INCIDENT - NO COLLISION
372,X ARIZONA MEMORIAL PL,PEARL HBR,12/2/2016,ARIZONA MEMORIAL FER,12:16:00 PM,MOTOR VEHICLE COLLISION
373,24X H1E FWY,MCCULLY,12/2/2016,H1E UNIVERSITY OFF,12:09:38 PM,HAZARDOUS DRIVER
374,168X KAPIOLANI BLVD,HONOLULU,12/2/2016,24HR FITNESS KAPIOLA,12:08:44 PM,MOTOR VEHICLE COLLISION
375,ALA MOANA&QUEEN; ST,ALA MOANA,12/2/2016, ,12:00:12 PM,MOTOR VEHICLE COLLISION
376,KOALI RD&WAIALAE; AVE,KAIMUKI,12/2/2016, ,11:58:27 AM,MOTOR VEHICLE COLLISION
377,21X H1E FWY,DOWNTOWN,12/2/2016,H1E PALI OFF,10:32:20 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
378,2X H2N FWY,PEARL CITY,12/2/2016,H2N KA UKA OFF,10:31:41 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
379,41137X HAUNAUKOI ST,WAIMANALO,12/2/2016, ,10:30:35 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
380,KALAKAUA AVE&KAPAHULU; AVE,WAIKIKI,12/2/2016, ,10:27:12 PM,HAZARDOUS DRIVER
381,24X H1E FWY,MCCULLY,12/2/2016,H1E UNIVERSITY ON,10:23:40 PM,MOTOR VEHICLE COLLISION
382,H3W HALAWA VLY  UP,AIEA,12/2/2016,H3W HALAWA VLY  UP,10:22:39 PM,HAZARDOUS DRIVER
383,80X S BERETANIA ST,HONOLULU,12/2/2016,HPD ALAPAI,10:16:33 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
384,HUNAKAI ST&WAIALAE; AVE,KAIMUKI,12/2/2016, ,10:14:21 PM,STALLED/HAZARDOUS VEHICLE
385,176X S BERETANIA ST,MCCULLY,12/2/2016,SOVEREIGN THE,10:04:32 PM,MOTOR VEHICLE COLLISION
386,95115X LAIPU ST,MILILANI,12/2/2016, ,10:03:18 PM,MOTOR VEHICLE COLLISION
387,4X H1W FWY,MAKAKILO,12/2/2016,H1W NORTH SOUTH OFF,9:55:13 PM,HAZARDOUS DRIVER
388,S KING ST&MCCULLY; ST,MCCULLY,11/30/2016, ,10:27:34 PM,MOTOR VEHICLE COLLISION
389,HALONA ST&HOUGHTAILING; ST,KALIHI,11/30/2016, ,10:18:21 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
390,92078X FARRINGTON HWY,KAPOLEI,11/30/2016,HONOKAI HALE,10:17:30 PM,TRAFFIC SIGNAL PROBLEM
391,KAHEKA ST&KAPIOLANI; BLVD,HONOLULU,11/30/2016, ,9:48:53 PM,MOTOR VEHICLE COLLISION
392,24X H1E FWY,MCCULLY,11/30/2016,H1E BINGHAM OFF,9:46:53 PM,TRAFFIC NUISANCE OR PARKING VIOLATION
393,H3W MOKAPU ON,KANEOHE,11/30/2016,H3W MOKAPU ON,9:45:09 PM,STALLED/HAZARDOUS VEHICLE
394,49014X KAM HWY,KAHALUU,11/30/2016,CORAL KINGDOM,9:44:40 PM,STALLED/HAZARDOUS VEHICLE
395,13X H1W FWY,AIEA,11/30/2016,H1W AIEA OFF,9:42:54 PM,HAZARDOUS DRIVER
396,94091X HIAPO ST,WAIPAHU,11/30/2016, ,6:38:02 AM,MOTOR VEHICLE COLLISION
397,11X H1W FWY,PEARL CITY,11/30/2016,H1W PEARL CITY OFF,6:22:23 AM,MOTOR VEHICLE COLLISION
398,14X H1E FWY,AIEA,11/30/2016,H1E RADFORD PED OP,6:22:05 AM,MOTOR VEHICLE COLLISION
399,9X H1E FWY,WAIPAHU,11/30/2016,H1E WAIPAHU ON,6:18:52 AM,TRAFFIC INCIDENT - NO COLLISION
400,271X S KING ST,MCCULLY,11/30/2016, ,6:15:52 AM,MOTOR VEHICLE COLLISION - TOWED
401,KAM HWY&E; MOANALUA FWY,AIEA,11/30/2016, ,5:59:20 AM,MOTOR VEHICLE COLLISION
402,BISHOP ST&S; KING ST,DOWNTOWN,12/1/2016, ,8:38:47 AM,MOTOR VEHICLE COLLISION
403,1X H1W FWY,MAKAKILO,12/1/2016,H1W MAKAKILO OFF,8:28:53 AM,HAZARDOUS DRIVER
404,AALA ST&N; VINEYARD BLVD,DOWNTOWN,12/1/2016, ,8:26:06 AM,MOTOR VEHICLE COLLISION
405,N KALAHEO AVE&MOKAPU; RD,KAILUA,12/1/2016, ,8:25:05 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
406,253X HOENUI ST,KALIHI,12/1/2016, ,8:23:52 AM,MOTOR VEHICLE COLLISION
407,12X H1E FWY,AIEA,12/1/2016,H1E KAONOHI OP,8:20:02 AM,MOTOR VEHICLE COLLISION
408,HASSINGER ST&PENSACOLA; ST,MAKIKI,12/1/2016, ,8:10:47 AM,MOTOR VEHICLE COLLISION
409,47044X AHUIMANU RD,KANEOHE,12/1/2016, ,8:09:48 AM,TRAFFIC NUISANCE OR PARKING VIOLATION
410,7X H1E FWY,WAIPAHU,12/1/2016,H1E WAIKELE OFF,8:08:04 AM,MOTOR VEHICLE COLLISION
411,99081X IWAENA ST,AIEA,12/1/2016,PUBLIC STORAGE AIEA,8:05:31 AM,MOTOR VEHICLE COLLISION
412,5X H1E FWY,WAIPAHU,12/1/2016,H1E KUNIA ON,8:02:22 AM,MOTOR VEHICLE COLLISION
413,13X H1E FWY,AIEA,12/1/2016,H1E AIEA HTS OP,8:00:09 AM,STALLED/HAZARDOUS VEHICLE
414,AIAMI PL&NORTH; RD,EWA BEACH,12/1/2016, ,7:59:49 AM,MOTOR VEHICLE COLLISION
415,40X ROYAL HAWAIIAN AVE,WAIKIKI,12/1/2016,COURTYARD AT MARRIOT,7:55:25 AM,MOTOR VEHICLE COLLISION
416,41086X LAUMILO ST,WAIMANALO,12/1/2016, ,7:55:11 AM,STALLED/HAZARDOUS VEHICLE
417,KA UKA BLVD&KAM; HWY,WAIPIO,12/1/2016, ,7:53:15 AM,TRAFFIC SIGNAL PROBLEM
418,308X WAIALAE AVE,KAIMUKI,12/1/2016,CITY MILL KAIMUKI,7:43:37 AM,MOTOR VEHICLE COLLISION
